uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
220037177,RS-KM,3,NA,MiddleClass,1,1,1,0,FarRight,TrustAll
220037178,RS-KM,1,NA,WorkingClass,0,0,0,1,FarRight,TrustNone
220037179,RS-KM,1,NA,WorkingClass,1,1,1,0,Right,TrustAll
220037180,RS-KM,2,NA,LowerMiddle,1,1,1,0,Right,TrustAll
220037181,RS-KM,1,NA,WorkingClass,0,1,0,0,Left,TrustWebOnly
220037182,RS-KM,3,NA,MiddleClass,1,1,1,0,Right,TrustAll
220037183,RS-KM,4,NA,UpperMiddleClass,1,1,1,0,Center,TrustAll
220037184,RS-KM,5,NA,UpperClass,1,0,0,0,FarLeft,TrustTrad
220037185,RS-KM,1,NA,WorkingClass,0,1,0,0,Center,TrustWebOnly
220037186,RS-KM,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
220037187,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037188,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037189,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037190,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037191,RS-KM,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
220037192,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037193,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037194,RS-KM,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
220037195,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037196,RS-KM,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
220037197,RS-KM,2,NA,LowerMiddle,1,1,0,0,Right,TrustWebOnly
220037198,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037199,RS-KM,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
220037200,RS-KM,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
220037201,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037202,RS-KM,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
220037203,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037204,RS-KM,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
220037205,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037206,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037207,RS-KM,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
220037208,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037209,RS-KM,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
220037210,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037211,RS-KM,5,NA,UpperClass,0,0,0,0,FarLeft,Other
220037212,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037213,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037214,RS-KM,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
220037215,RS-KM,3,NA,MiddleClass,0,1,0,0,Left,TrustWebOnly
220037216,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037217,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037218,RS-KM,3,NA,MiddleClass,1,1,0,0,Center,TrustWebOnly
220037219,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037220,RS-KM,4,NA,UpperMiddleClass,1,1,1,0,Left,TrustAll
220037221,RS-KM,4,NA,UpperMiddleClass,0,0,0,1,FarLeft,TrustNone
220037222,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037223,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037224,RS-KM,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
220037225,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037226,RS-KM,1,NA,WorkingClass,1,1,1,0,FarRight,TrustAll
220037227,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037228,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037229,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037230,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037231,RS-KM,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
220037232,RS-KM,3,NA,MiddleClass,0,1,0,0,FarRight,TrustWebOnly
220037233,RS-KM,4,NA,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
220037234,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037235,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037236,RS-KM,4,NA,UpperMiddleClass,1,1,1,0,Center,TrustAll
220037237,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037238,RS-KM,3,NA,MiddleClass,1,1,0,0,Center,TrustWebOnly
220037239,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037240,RS-KM,2,NA,LowerMiddle,1,1,1,0,Left,TrustAll
220037241,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037242,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037243,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
220037244,RS-KM,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
220037245,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037246,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037247,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037248,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037249,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037250,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037251,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037252,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037253,RS-KM,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
220037254,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037255,RS-KM,4,NA,UpperMiddleClass,1,1,0,0,Left,TrustWebOnly
220037256,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037257,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037258,RS-KM,2,NA,LowerMiddle,0,0,0,0,Right,Other
220037259,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037260,RS-KM,2,NA,LowerMiddle,0,0,0,0,Center,Other
220037261,RS-KM,2,NA,LowerMiddle,0,0,0,0,FarRight,Other
220037262,RS-KM,5,NA,UpperClass,0,0,0,0,FarRight,Other
220037263,RS-KM,2,NA,LowerMiddle,1,1,1,0,FarLeft,TrustAll
220037264,RS-KM,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
220037265,RS-KM,3,NA,MiddleClass,0,0,0,0,FarLeft,Other
220037266,RS-KM,2,NA,LowerMiddle,1,1,0,0,FarRight,TrustWebOnly
220037267,RS-KM,3,NA,MiddleClass,1,1,1,0,FarLeft,TrustAll
220037268,RS-KM,2,NA,LowerMiddle,1,1,1,0,Left,TrustAll
220037269,RS-KM,3,NA,MiddleClass,1,1,1,0,FarLeft,TrustAll
220037270,RS-KM,3,NA,MiddleClass,1,1,1,0,FarLeft,TrustAll
220037271,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037272,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037273,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037274,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037275,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037276,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037277,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037278,RS-KM,5,NA,UpperClass,1,1,0,0,Right,TrustWebOnly
220037279,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037280,RS-KM,5,NA,UpperClass,1,0,0,0,Center,TrustTrad
220037281,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037282,RS-KM,1,NA,WorkingClass,1,1,0,0,Center,TrustWebOnly
220037283,RS-KM,3,NA,MiddleClass,1,1,0,0,Right,TrustWebOnly
220037284,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
220037285,RS-KM,5,NA,UpperClass,1,0,0,0,Left,TrustTrad
220037286,RS-KM,3,NA,MiddleClass,1,1,0,0,FarLeft,TrustWebOnly
220037287,RS-KM,4,NA,UpperMiddleClass,0,0,0,0,Center,Other
220037288,RS-KM,5,NA,UpperClass,1,1,0,0,FarLeft,TrustWebOnly
220037289,RS-KM,3,NA,MiddleClass,0,1,0,0,Right,TrustWebOnly
220037290,RS-KM,5,NA,UpperClass,1,0,0,0,Left,TrustTrad
220037291,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
220037292,RS-KM,3,NA,MiddleClass,1,1,0,0,Left,TrustWebOnly
220037293,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
220037294,RS-KM,1,NA,WorkingClass,1,1,0,0,Right,TrustWebOnly
220037295,RS-KM,1,NA,WorkingClass,1,1,0,0,Left,TrustWebOnly
220037296,RS-KM,5,NA,UpperClass,1,1,0,0,Right,TrustWebOnly
220037297,RS-KM,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
220037298,RS-KM,3,NA,MiddleClass,1,1,0,0,Left,TrustWebOnly
220037299,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037300,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037301,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037302,RS-KM,1,NA,WorkingClass,0,0,0,0,Center,Other
220037303,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037304,RS-KM,1,NA,WorkingClass,0,0,0,0,Center,Other
220037305,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037306,RS-KM,1,NA,WorkingClass,0,1,0,0,Center,TrustWebOnly
220037307,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037308,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037309,RS-KM,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
220037310,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037311,RS-KM,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
220037312,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037313,RS-KM,1,NA,WorkingClass,1,1,1,0,FarRight,TrustAll
220037314,RS-KM,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
220037315,RS-KM,1,NA,WorkingClass,0,0,0,1,FarRight,TrustNone
220037316,RS-KM,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
220037317,RS-KM,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
220037318,RS-KM,1,NA,WorkingClass,0,0,0,1,FarRight,TrustNone
220037319,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037320,RS-KM,3,NA,MiddleClass,1,1,1,0,FarLeft,TrustAll
220037321,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037322,RS-KM,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
220037323,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037324,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037325,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037326,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037327,RS-KM,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
220037328,RS-KM,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
220037329,RS-KM,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
220037330,RS-KM,1,NA,WorkingClass,1,1,1,0,FarLeft,TrustAll
220037331,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037332,RS-KM,3,NA,MiddleClass,1,1,0,0,Right,TrustWebOnly
220037333,RS-KM,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
220037334,RS-KM,2,NA,LowerMiddle,0,0,0,0,Left,Other
220037335,RS-KM,3,NA,MiddleClass,1,1,1,0,Right,TrustAll
220037336,RS-KM,3,NA,MiddleClass,1,1,0,0,Center,TrustWebOnly
220037337,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037338,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037339,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037340,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037341,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
220037342,RS-KM,3,NA,MiddleClass,1,1,1,0,FarLeft,TrustAll
220037343,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037344,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037345,RS-KM,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
220037346,RS-KM,1,NA,WorkingClass,0,0,0,0,FarLeft,Other
220037347,RS-KM,1,NA,WorkingClass,1,1,0,0,FarLeft,TrustWebOnly
220037348,RS-KM,5,NA,UpperClass,1,1,0,0,Center,TrustWebOnly
220037349,RS-KM,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
220037350,RS-KM,3,NA,MiddleClass,1,1,0,0,Center,TrustWebOnly
220037351,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037352,RS-KM,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
220037353,RS-KM,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
220037354,RS-KM,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
220037355,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037356,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037357,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037358,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037359,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037360,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037361,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
220037362,RS-KM,3,NA,MiddleClass,1,1,0,0,Center,TrustWebOnly
220037363,RS-KM,5,NA,UpperClass,0,0,0,0,Center,Other
220037364,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037365,RS-KM,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
220037366,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037367,RS-KM,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
220037368,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037369,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037370,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037371,RS-KM,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
220037372,RS-KM,2,NA,LowerMiddle,0,0,0,0,Center,Other
220037373,RS-KM,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
220037374,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037375,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037376,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037377,RS-KM,5,NA,UpperClass,0,0,0,1,Center,TrustNone
220037378,RS-KM,4,NA,UpperMiddleClass,0,0,0,1,Center,TrustNone
220037379,RS-KM,4,NA,UpperMiddleClass,0,0,0,1,Center,TrustNone
220037380,RS-KM,1,NA,WorkingClass,1,1,1,0,Center,TrustAll
220037381,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037382,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037383,RS-KM,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
220037384,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037385,RS-KM,2,NA,LowerMiddle,0,0,0,1,Right,TrustNone
220037386,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037387,RS-KM,3,NA,MiddleClass,1,1,1,0,Right,TrustAll
220037388,RS-KM,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
220037389,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037390,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037391,RS-KM,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
220037392,RS-KM,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
220037393,RS-KM,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
220037394,RS-KM,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
220037395,RS-KM,2,NA,LowerMiddle,0,1,0,0,Left,TrustWebOnly
220037396,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037397,RS-KM,3,NA,MiddleClass,0,1,0,0,Center,TrustWebOnly
220037398,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037399,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037400,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037401,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037402,RS-KM,2,NA,LowerMiddle,0,0,0,0,Center,Other
220037403,RS-KM,2,NA,LowerMiddle,1,1,1,0,Center,TrustAll
220037404,RS-KM,2,NA,LowerMiddle,0,0,0,0,Center,Other
220037405,RS-KM,4,NA,UpperMiddleClass,0,0,0,0,Center,Other
220037406,RS-KM,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
220037407,RS-KM,1,NA,WorkingClass,0,0,0,0,Center,Other
220037408,RS-KM,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
220037409,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037410,RS-KM,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
220037411,RS-KM,5,NA,UpperClass,0,0,0,0,Center,Other
220037412,RS-KM,2,NA,LowerMiddle,0,0,0,0,Center,Other
220037413,RS-KM,5,NA,UpperClass,1,0,0,0,FarRight,TrustTrad
220037414,RS-KM,3,NA,MiddleClass,0,0,0,0,Left,Other
220037415,RS-KM,3,NA,MiddleClass,0,0,0,0,Right,Other
220037416,RS-KM,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
220037417,RS-KM,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
220037418,RS-KM,3,NA,MiddleClass,0,0,0,0,FarRight,Other
220037419,RS-KM,3,NA,MiddleClass,0,0,0,0,Center,Other
220037420,RS-KM,1,NA,WorkingClass,0,0,0,0,Center,Other
390037421,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037422,GB,2,NA,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
390037423,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037424,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037425,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037426,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037427,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037428,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037429,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037430,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037431,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037432,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037433,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037434,GB,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
390037435,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037436,GB,2,NA,LowerMiddle,0,1,0,0,Right,TrustWebOnly
390037437,GB,2,NA,LowerMiddle,0,0,0,1,Left,TrustNone
390037438,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037439,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037440,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037441,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037442,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037443,GB,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
390037444,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037445,GB,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
390037446,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037447,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037448,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037449,GB,1,NA,WorkingClass,0,0,0,1,Right,TrustNone
390037450,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037451,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037452,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037453,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037454,GB,8,NA,Other/None/DN/Refused,0,0,0,1,Refused/DNt,TrustNone
390037455,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037456,GB,3,NA,MiddleClass,0,0,0,1,FarLeft,TrustNone
390037457,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037458,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037459,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037460,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037461,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037462,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037463,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037464,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037465,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037466,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037467,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037468,GB,1,NA,WorkingClass,0,0,0,1,Right,TrustNone
390037469,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037470,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037471,GB,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
390037472,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037473,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037474,GB,1,NA,WorkingClass,1,0,0,0,Right,TrustTrad
390037475,GB,1,NA,WorkingClass,0,0,0,0,Center,Other
390037476,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037477,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037478,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037479,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037480,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037481,GB,3,NA,MiddleClass,1,1,1,0,Left,TrustAll
390037482,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037483,GB,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
390037484,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037485,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037486,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037487,GB,1,NA,WorkingClass,0,0,0,1,Left,TrustNone
390037488,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037489,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037490,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037491,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037492,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037493,GB,2,NA,LowerMiddle,0,1,0,0,FarRight,TrustWebOnly
390037494,GB,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
390037495,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037496,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037497,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037498,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037499,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037500,GB,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
390037501,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037502,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037503,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037504,GB,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
390037505,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037506,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037507,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
390037508,GB,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
390037509,GB,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
390037510,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037511,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037512,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037513,GB,1,NA,WorkingClass,0,0,0,1,FarLeft,TrustNone
390037514,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037515,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037516,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037517,GB,2,NA,LowerMiddle,1,1,1,0,Left,TrustAll
390037518,GB,1,NA,WorkingClass,0,1,0,0,FarRight,TrustWebOnly
390037519,GB,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
390037520,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037521,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037522,GB,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
390037523,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037524,GB,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
390037525,GB,1,NA,WorkingClass,1,1,0,0,Right,TrustWebOnly
390037526,GB,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
390037527,GB,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
390037528,GB,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
390037529,GB,1,NA,WorkingClass,1,0,0,0,Center,TrustTrad
