,uniqid,d63,class,polorient,mediatrust,trustnom,trustallm,trustwebonly,trusttradm,qa6a_1,qa6a_2,qa6a_5,qa6a_3,qa6at,qa6a_4,d63,d15a,d1r2,d1,d11r1,d10,d1r1,d15a_r1,d11,d11r2,d15a_r2
2224,400775142,1,UpperClass,Center,TrustNone,0,0,0,1,2,1,2,2,3,3,1,1,2,9,4,1,3,2,80,2,1
2225,463155857,3,WorkingClass,Refused/DNt,TrustNone,0,0,0,1,2,2,2,2,3,3,3,3,3,4,4,1,2,2,45,6,7
2226,375070888,3,LowerMiddle,FarRight,Other,0,0,0,1,1,2,3,1,3,1,3,0,2,5,1,1,2,3,89,4,7
2227,385039338,3,LowerMiddle,Center,TrustTrad,0,0,0,1,2,1,2,2,2,1,3,16,2,7,2,1,3,1,53,3,8
2228,414658774,1,MiddleClass,FarRight,TrustNone,0,0,0,1,2,2,1,1,2,3,1,16,2,4,4,1,2,2,99,3,1
2229,59543733,3,WorkingClass,Center,TrustAll,0,0,0,1,2,2,1,1,3,1,3,3,9,4,2,2,1,2,89,2,6
2230,68568834,3,WorkingClass,Left,TrustAll,0,0,0,0,2,2,3,2,3,3,3,4,5,97,2,1,1,3,69,4,1
2231,379490331,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,6,3,6,1,1,2,2,90,2,8
2232,407259968,3,UpperMiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,0,2,4,4,1,1,1,50,1,1
2233,278507268,1,WorkingClass,Left,TrustNone,0,0,1,0,2,3,2,2,3,1,1,18,9,9,2,2,2,3,75,5,7
2234,460527380,1,WorkingClass,Left,TrustNone,0,0,0,0,1,2,1,3,3,1,1,1,3,1,4,1,2,3,78,2,7
2235,248610975,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,15,2,3,4,1,2,2,44,4,2
2236,174155166,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,12,4,3,3,2,3,2,48,4,3
2237,403685421,3,MiddleClass,Left,TrustAll,0,0,0,1,1,2,2,1,2,1,3,1,4,5,2,1,3,2,29,4,2
2238,450681665,1,WorkingClass,Left,TrustTrad,0,0,0,1,1,2,2,2,3,1,1,2,4,98,3,1,3,2,99,3,1
2239,107958296,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,2,1,1,3,1,3,3,3,5,1,2,3,3,60,1,6
2240,170886978,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,19,2,6,3,1,3,1,15,4,2
2241,487777992,1,LowerMiddle,Center,TrustNone,0,0,0,0,2,1,1,1,2,2,1,7,2,9,2,1,9,2,91,2,6
2242,207778012,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,1,1,2,1,3,4,2,3,3,2,1,2,40,5,8
2243,270652996,1,LowerMiddle,Center,TrustAll,0,0,0,0,2,2,3,1,2,2,1,0,3,5,2,1,1,3,55,2,7
2244,279131929,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,1,2,2,1,3,5,2,4,3,1,1,1,64,2,3
2245,-25642732,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,6,3,8,3,1,1,1,31,4,2
2246,180774312,3,WorkingClass,Center,TrustTrad,0,0,0,1,3,1,2,1,2,1,3,3,1,3,3,2,1,3,64,4,1
2247,396393497,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,15,2,3,3,1,2,1,75,5,8
2248,72843776,3,WorkingClass,Center,TrustNone,0,0,0,0,2,2,2,2,3,2,3,17,4,3,4,1,9,3,40,5,4
2249,273634299,3,MiddleClass,Right,TrustWebOnly,1,0,0,0,2,2,2,2,3,2,3,17,3,97,3,2,3,2,81,5,4
2250,295918325,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,1,2,4,3,1,3,2,77,4,8
2251,105739736,4,WorkingClass,Center,TrustNone,0,0,0,1,2,2,1,1,3,1,4,13,3,98,2,1,1,3,90,2,4
2252,95930526,4,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,3,1,1,2,1,4,1,4,98,2,1,2,3,49,2,8
2253,101443871,2,LowerMiddle,Center,TrustNone,0,0,0,0,2,2,2,1,3,2,2,3,9,10,3,1,3,3,77,4,7
2254,326250450,2,MiddleClass,Right,TrustTrad,0,0,0,1,1,1,2,2,2,1,2,15,2,5,3,1,3,1,57,3,1
2255,291936237,3,MiddleClass,Center,Other,0,0,0,1,1,2,1,2,1,3,3,19,5,3,2,1,1,3,68,4,7
2256,415249187,3,MiddleClass,Left,TrustNone,0,0,0,1,2,1,1,1,1,2,3,0,2,98,3,1,3,3,57,2,2
2257,239752723,2,UpperClass,Left,TrustAll,0,0,0,1,1,1,2,2,3,1,2,12,5,5,3,1,3,2,28,4,5
2258,401762459,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,2,3,0,2,9,4,2,1,2,49,6,1
2259,314634048,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,7,2,8,3,1,3,1,54,1,4
2260,320285414,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,12,4,4,1,1,1,3,70,3,8
2261,-12690284,3,UpperMiddleClass,Center,TrustNone,0,0,0,1,1,1,2,1,2,1,3,0,2,6,2,1,1,2,72,6,1
2262,439638066,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,2,2,2,3,11,1,4,2,1,3,3,75,5,7
2263,224687091,3,MiddleClass,Center,TrustAll,1,0,0,0,1,2,2,2,2,3,3,19,2,9,3,1,2,1,60,4,4
2264,253404783,2,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,3,1,3,2,2,5,1,8,1,1,2,3,61,4,5
2265,306837921,2,MiddleClass,Left,TrustNone,0,0,0,0,2,2,1,2,1,1,2,14,3,98,2,1,3,2,91,2,7
2266,283710666,3,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,3,2,2,2,3,3,3,1,3,98,4,1,9,2,70,5,6
2267,267742411,1,WorkingClass,Left,TrustNone,0,0,0,1,1,2,2,2,3,2,1,4,3,3,2,2,2,3,19,2,7
2268,458661470,1,WorkingClass,Center,TrustNone,0,0,0,0,2,2,1,2,3,3,1,16,9,10,3,2,3,3,55,6,4
2269,170000925,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,2,1,2,1,3,17,2,7,2,1,1,1,17,4,4
2270,186986509,1,MiddleClass,Refused/DNt,TrustNone,1,0,0,1,2,2,3,2,3,3,1,2,9,10,4,1,9,2,85,5,8
2271,244335647,1,MiddleClass,Left,TrustAll,0,0,0,0,1,2,3,1,2,1,1,15,2,4,3,1,1,1,37,4,4
2272,308198083,3,LowerMiddle,Left,TrustNone,0,0,0,1,1,1,2,1,2,2,3,12,2,6,3,1,3,1,32,1,6
2273,386374928,3,MiddleClass,FarRight,TrustAll,0,0,0,1,1,1,1,1,2,1,3,10,2,7,2,1,2,3,45,4,2
2274,315094786,1,MiddleClass,Center,TrustNone,0,0,0,1,2,1,2,1,3,1,1,18,3,98,2,1,9,3,52,4,4
2275,247633765,1,MiddleClass,Right,TrustAll,0,0,0,1,1,1,1,1,2,2,1,13,1,6,3,1,1,1,44,4,4
2276,216766369,3,WorkingClass,Refused/DNt,TrustNone,0,0,0,1,2,2,2,2,3,2,3,-2,9,5,3,1,2,3,92,2,6
2277,359891083,1,LowerMiddle,Center,TrustNone,0,0,0,1,3,2,3,2,3,1,1,0,3,8,2,2,2,2,58,4,4
2278,306682499,4,LowerMiddle,Left,TrustTrad,0,0,0,1,2,2,2,1,2,1,4,14,3,7,4,1,3,2,38,4,4
2279,-15897760,3,MiddleClass,Left,Other,0,0,0,1,1,1,2,2,3,2,3,3,4,3,4,2,3,2,45,4,1
2280,235315667,3,WorkingClass,Left,TrustNone,1,0,0,0,2,2,3,2,3,3,3,14,5,1,3,2,3,2,99,3,7
2281,319987618,3,UpperMiddleClass,FarRight,TrustAll,0,0,0,1,1,2,2,1,2,2,3,12,2,9,3,2,1,2,72,3,3
2282,50509755,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,0,2,4,3,1,2,1,25,1,7
2283,124744820,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,2,3,3,1,5,4,1,1,2,39,2,1
2284,84836846,3,MiddleClass,Right,TrustAll,0,0,0,1,1,1,1,2,1,1,3,0,1,6,3,1,1,2,57,4,2
2285,278788219,3,MiddleClass,Right,TrustNone,0,0,0,0,2,2,2,2,1,1,3,3,4,10,3,2,2,3,53,3,1
2286,186788749,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,0,2,8,3,1,3,2,77,2,4
2287,385382315,3,MiddleClass,Left,TrustWebOnly,0,0,0,1,1,1,2,1,1,1,3,16,2,4,1,2,3,2,29,6,2
2288,299613512,1,MiddleClass,Refused/DNt,TrustWebOnly,0,0,0,0,3,3,2,1,2,2,1,0,2,3,2,1,3,3,38,2,8
2289,139501859,3,MiddleClass,FarRight,TrustAll,0,0,0,1,1,1,1,2,1,1,3,3,5,5,2,1,3,2,65,1,3
2290,379112435,3,MiddleClass,FarRight,TrustNone,0,0,0,1,1,1,2,1,2,2,3,11,1,6,3,1,1,2,65,5,7
2291,378740961,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,18,2,5,3,2,3,2,68,3,2
2292,91943621,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,2,3,15,4,4,2,1,2,2,52,6,8
2293,91878212,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,12,2,1,4,1,1,1,60,2,7
2294,261518293,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,2,2,1,3,0,2,6,1,2,2,2,34,1,3
2295,462829020,3,MiddleClass,Left,TrustNone,0,0,0,1,2,2,1,1,3,2,3,-1,4,1,4,2,2,3,96,5,4
2296,328225504,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,11,1,4,3,1,1,2,39,1,2
2297,464282387,1,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,1,1,2,1,1,4,3,6,4,1,2,2,73,2,4
2298,110642475,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,2,1,2,3,1,3,13,1,3,3,2,1,3,36,6,1
2299,282184569,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,10,4,5,4,1,2,3,56,5,8
2300,434403872,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,13,1,6,2,1,1,1,36,5,3
2301,462524449,1,WorkingClass,Left,TrustTrad,1,0,0,0,2,2,3,2,3,3,1,2,4,9,3,1,2,3,98,4,7
2302,125031476,1,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,1,5,2,3,2,1,3,2,81,4,5
2303,63303641,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,1,4,4,4,1,2,2,18,4,7
2304,321072301,3,MiddleClass,Left,TrustNone,0,0,0,0,1,1,2,1,2,1,3,17,2,9,3,1,3,2,97,6,2
2305,292667436,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,-1,2,6,3,1,3,1,42,5,8
2306,361736427,1,WorkingClass,Center,TrustAll,0,0,0,1,2,2,2,1,3,2,1,16,9,4,2,1,1,3,59,1,4
2307,390073248,3,WorkingClass,FarLeft,TrustNone,0,0,0,1,2,2,1,1,1,2,3,3,2,4,3,2,3,2,64,2,8
2308,141887333,3,MiddleClass,FarRight,TrustAll,0,0,0,1,1,1,2,1,2,1,3,18,2,6,2,1,3,2,32,5,4
2309,62170109,1,WorkingClass,Right,TrustNone,0,0,0,1,1,2,2,2,1,1,1,20,4,5,3,1,3,3,37,4,4
2310,30720396,1,MiddleClass,Right,TrustAll,0,0,0,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,67,4,1
2311,430853883,1,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,1,1,1,0,4,8,2,1,9,2,34,2,1
2312,-31941158,3,WorkingClass,Left,TrustAll,0,0,0,1,2,1,1,1,2,1,3,12,4,1,3,1,1,2,38,4,2
2313,348109187,3,MiddleClass,Left,TrustNone,0,0,0,1,2,1,2,1,2,2,3,13,4,1,2,1,1,3,100,5,2
2314,190721450,3,LowerMiddle,FarRight,TrustWebOnly,1,0,0,0,2,2,3,2,3,3,3,5,5,3,4,2,2,3,53,5,7
2315,372111773,3,MiddleClass,Right,TrustTrad,0,0,1,1,1,1,2,1,2,1,3,12,2,2,4,1,3,3,64,4,3
2316,382422156,3,WorkingClass,FarRight,TrustNone,0,0,0,1,1,1,3,2,2,2,3,1,3,1,3,1,1,2,68,2,1
2317,445955135,3,MiddleClass,FarRight,TrustNone,0,0,0,1,1,3,2,1,2,2,3,0,3,9,2,2,2,2,49,2,8
2318,337099832,3,MiddleClass,Refused/DNt,TrustNone,0,0,0,0,1,2,1,2,1,1,3,12,2,10,4,1,3,2,50,5,1
2319,98734054,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,2,1,1,2,1,3,4,2,5,4,2,1,2,62,5,4
2320,427489345,2,WorkingClass,Left,TrustAll,0,0,1,0,1,1,2,1,2,2,2,0,2,8,3,2,9,1,49,4,4
2321,376150964,1,MiddleClass,Center,TrustTrad,0,0,0,0,2,2,2,2,3,3,1,4,3,98,2,1,3,1,25,3,6
2322,213604291,1,UpperMiddleClass,FarRight,TrustNone,1,0,0,0,2,1,3,3,1,2,1,0,2,1,4,1,2,2,94,6,8
2323,84644371,3,LowerMiddle,Refused/DNt,TrustWebOnly,0,0,0,0,3,2,2,2,2,1,3,1,2,2,4,1,9,3,99,5,7
2324,44147819,1,LowerMiddle,Left,TrustAll,0,0,0,0,1,1,2,2,3,1,1,4,9,7,3,2,3,2,94,4,4
2325,310091884,3,WorkingClass,FarLeft,TrustNone,0,0,0,1,2,2,2,1,3,2,3,0,4,3,3,1,1,3,39,4,4
2326,396181027,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,17,2,1,2,1,2,2,65,4,2
2327,321704878,3,MiddleClass,FarLeft,TrustTrad,0,0,0,1,1,2,2,1,1,1,3,15,4,1,4,1,3,2,77,5,2
2328,224871207,1,LowerMiddle,Right,TrustNone,1,0,0,1,2,1,2,3,3,2,1,3,9,4,3,1,2,2,89,4,7
2329,109401215,3,MiddleClass,Center,TrustAll,1,0,0,1,1,3,1,1,3,1,3,16,1,2,2,1,1,2,76,4,5
2330,102238312,3,MiddleClass,Left,TrustNone,0,0,0,1,2,1,2,2,2,2,3,5,1,4,3,1,1,3,28,2,7
2331,109375821,3,MiddleClass,Center,Other,1,0,0,0,2,1,2,1,1,2,3,3,2,6,1,1,2,3,73,6,3
2332,294025662,3,UpperMiddleClass,FarRight,TrustTrad,0,0,0,1,1,2,1,3,2,1,3,5,2,3,1,1,1,2,60,4,8
2333,298366432,1,WorkingClass,Left,TrustWebOnly,1,0,0,0,3,2,3,1,2,1,1,16,1,5,4,2,2,3,59,6,3
2334,292984338,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,4,4,8,3,1,2,2,23,2,2
2335,310121371,3,UpperClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,14,3,6,3,1,2,2,33,3,2
2336,427949011,2,UpperClass,Center,TrustAll,0,0,0,1,1,2,1,2,2,1,2,9,2,6,2,1,1,3,94,6,7
2337,282104063,3,UpperMiddleClass,Left,TrustTrad,0,0,0,0,1,1,1,1,2,2,3,13,4,5,2,1,3,3,49,1,3
2338,405290557,1,MiddleClass,Refused/DNt,TrustNone,0,0,0,0,2,2,3,2,2,2,1,0,9,5,2,1,2,2,38,6,4
2339,417207112,2,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,1,1,2,1,2,0,3,3,3,1,2,2,101,4,5
2340,304542426,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,11,4,2,4,1,1,1,58,5,3
2341,338963652,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,2,1,3,2,1,3,9,2,3,1,2,1,46,5,7
2342,359476777,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,0,4,5,3,2,3,3,37,5,2
2343,389122291,1,UpperClass,Refused/DNt,Other,1,0,0,0,2,2,2,3,1,3,1,0,3,5,3,2,1,2,61,6,6
2344,360240779,1,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,1,1,2,2,1,0,4,10,3,1,3,3,61,6,1
2345,245573022,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,2,5,4,1,3,2,37,5,1
2346,164140535,1,WorkingClass,Center,TrustNone,1,0,0,0,2,2,1,2,3,3,1,4,3,97,3,2,9,3,83,4,6
2347,123939594,3,LowerMiddle,Center,TrustNone,1,0,0,0,2,2,2,2,2,2,3,4,4,5,4,1,3,2,40,6,7
2348,97469649,1,WorkingClass,Center,TrustNone,0,0,0,1,1,1,2,2,2,1,1,16,3,5,3,1,3,2,61,2,7
2349,266786028,2,UpperClass,Left,TrustAll,0,0,0,1,3,1,2,2,1,2,2,9,4,9,2,2,1,3,49,6,1
2350,226771933,4,MiddleClass,Center,TrustAll,0,0,0,1,1,1,1,1,2,2,4,19,2,1,2,2,3,3,86,2,2
2351,455138644,3,LowerMiddle,Left,TrustWebOnly,0,0,0,0,1,2,2,1,2,1,3,12,4,9,1,2,2,1,73,3,1
2352,445980141,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,18,4,6,2,1,1,2,36,4,8
2353,436773969,2,MiddleClass,Center,TrustNone,0,0,0,1,2,2,2,1,1,1,2,4,4,1,4,1,2,2,40,4,7
2354,430035971,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,0,2,6,2,1,9,1,31,1,8
2355,452895773,1,WorkingClass,Center,TrustNone,1,0,0,0,2,2,2,2,3,3,1,19,9,98,4,1,1,2,95,5,4
2356,478636615,3,UpperMiddleClass,Right,TrustAll,0,0,0,1,1,1,2,1,1,1,3,14,3,4,2,2,1,3,71,3,7
2357,443928814,4,WorkingClass,Center,TrustWebOnly,0,0,0,0,3,2,3,2,1,2,4,11,4,3,3,1,2,3,100,6,7
2358,48612539,1,MiddleClass,Center,TrustTrad,0,0,0,0,1,2,1,1,2,1,1,7,3,98,1,1,3,1,41,1,7
2359,278572698,1,WorkingClass,Center,TrustNone,0,0,0,0,3,2,2,2,3,1,1,15,3,7,2,1,3,1,26,4,8
2360,288726627,3,MiddleClass,Left,Other,0,0,0,0,1,2,2,1,3,2,3,14,3,5,2,2,9,3,60,5,4
2361,304354723,9,UpperMiddleClass,FarRight,TrustTrad,0,0,0,1,2,2,2,1,3,2,9,17,3,10,3,2,2,2,52,3,1
2362,438980918,2,MiddleClass,Center,TrustWebOnly,0,0,0,1,1,2,1,2,1,1,2,19,3,3,4,1,1,2,16,5,1
2363,296495114,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,14,2,5,3,1,1,2,46,3,2
2364,420569087,1,MiddleClass,Right,TrustTrad,0,0,0,0,1,1,2,1,2,2,1,12,9,2,3,1,1,3,57,4,1
2365,144810330,4,MiddleClass,Right,TrustNone,0,0,0,1,2,1,1,1,2,1,4,3,2,1,3,1,2,1,78,3,1
2366,329412586,4,WorkingClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,3,4,0,9,97,1,1,3,2,99,2,7
2367,288738340,3,UpperMiddleClass,Refused/DNt,TrustNone,0,0,0,1,2,1,2,1,2,2,3,7,9,6,4,1,2,3,76,6,8
2368,44270978,3,WorkingClass,Left,TrustWebOnly,1,0,0,0,2,2,3,2,2,1,3,3,9,8,2,1,3,2,78,4,3
2369,485888144,4,MiddleClass,FarLeft,TrustAll,0,0,0,1,1,1,1,1,2,2,4,9,2,4,3,1,3,2,80,1,1
2370,180273299,3,LowerMiddle,Center,TrustTrad,0,0,0,1,2,2,3,2,2,2,3,15,9,3,3,1,9,3,94,2,7
2371,439020586,2,MiddleClass,Left,TrustTrad,0,0,0,0,1,1,1,1,2,1,2,10,4,6,2,1,1,1,32,3,2
2372,320345548,1,MiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,3,1,4,2,5,3,1,1,3,8,3,8
2373,414863768,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,1,2,3,11,2,1,1,1,2,2,43,5,6
2374,379595806,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,9,2,3,3,1,1,2,34,1,1
2375,302922305,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,2,3,3,3,1,4,9,6,4,2,1,2,101,5,6
2376,246072524,3,UpperMiddleClass,FarLeft,TrustAll,0,0,0,1,2,1,2,1,2,1,3,7,3,3,1,1,3,2,84,1,1
2377,332084862,3,LowerMiddle,Refused/DNt,TrustNone,0,0,0,1,1,2,2,1,2,1,3,0,3,9,1,1,2,3,40,4,4
2378,127853177,1,WorkingClass,FarRight,Other,1,0,0,0,2,2,2,2,3,3,1,16,9,97,4,1,2,2,100,4,4
2379,440969457,3,MiddleClass,Left,TrustAll,0,0,0,1,2,2,2,1,1,2,3,9,2,3,4,1,1,3,14,4,8
2380,194707208,3,WorkingClass,Left,TrustTrad,0,0,0,1,2,2,2,2,2,1,3,1,5,2,3,2,9,3,97,5,5
2381,107891994,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,1,2,3,1,2,1,2,98,5,1
2382,338181124,1,MiddleClass,Center,TrustNone,1,0,0,0,2,2,3,2,3,3,1,16,9,10,1,1,3,2,98,3,6
2383,282012390,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,2,2,2,3,1,3,16,2,9,4,1,2,1,49,3,1
2384,121967533,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,2,2,1,2,1,3,5,3,10,4,1,1,2,38,5,2
2385,228372964,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,3,2,1,3,0,2,1,2,1,2,2,88,2,1
2386,455328439,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,13,3,5,3,2,3,3,38,6,2
2387,396313803,5,LowerMiddle,Right,TrustTrad,0,0,0,1,1,1,1,2,2,1,5,5,1,98,1,1,1,2,80,4,4
2388,279654673,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,2,2,1,2,2,3,0,3,7,3,1,2,3,88,5,4
2389,327608699,1,WorkingClass,Left,TrustNone,1,0,0,0,3,1,2,1,3,3,1,11,5,1,4,1,2,2,98,5,7
2390,429149887,2,MiddleClass,Left,TrustNone,0,0,0,1,2,1,2,3,2,2,2,-1,2,2,2,2,3,3,86,2,8
2391,46401582,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,13,2,3,3,1,2,3,53,1,7
2392,229120157,4,LowerMiddle,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,4,10,2,5,1,1,3,3,78,5,7
2393,163414869,4,MiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,4,14,4,9,4,2,3,2,80,3,2
2394,442463089,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,3,1,2,1,2,2,3,7,2,9,3,1,2,2,38,2,8
2395,470827583,8,UpperMiddleClass,Center,TrustTrad,0,0,0,1,3,1,2,1,2,2,8,17,4,2,1,2,3,2,73,1,4
2396,190218410,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,2,2,2,3,3,4,2,4,1,1,3,71,6,4
2397,46295242,3,LowerMiddle,FarLeft,TrustTrad,0,0,0,1,1,2,1,1,2,1,3,0,2,4,3,1,3,1,72,5,6
2398,85614692,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,2,1,2,1,3,12,2,1,3,2,1,2,39,4,3
2399,116702417,3,LowerMiddle,Left,TrustTrad,1,0,0,1,3,3,1,1,3,1,3,16,4,9,2,2,2,3,91,2,7
2400,294592631,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,15,1,1,3,1,1,2,54,2,5
2401,205738385,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,8,4,2,3,2,1,2,14,4,3
2402,109327580,1,MiddleClass,Center,Other,0,0,0,1,1,2,2,2,2,1,1,4,4,4,3,1,3,3,97,4,5
2403,436070474,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,10,4,10,3,1,1,2,30,1,2
2404,476191756,3,MiddleClass,Left,Other,0,0,0,1,2,2,2,2,2,2,3,16,2,4,4,2,1,3,87,4,2
2405,274781426,3,UpperMiddleClass,Left,TrustNone,0,0,0,1,1,1,2,1,2,2,3,9,2,3,3,1,1,2,79,4,4
2406,333220164,1,UpperClass,Left,TrustAll,0,0,0,0,1,2,1,1,2,2,1,13,3,3,4,2,3,3,49,1,5
2407,258356723,4,MiddleClass,Right,TrustTrad,0,0,0,1,2,1,1,1,2,1,4,1,1,10,3,1,1,3,77,6,4
2408,125164417,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,12,2,2,1,1,2,2,75,3,3
2409,119507658,1,MiddleClass,Left,TrustNone,1,0,0,0,2,2,3,2,3,1,1,16,9,97,4,1,9,1,63,6,6
2410,79315029,3,WorkingClass,Center,TrustNone,0,0,0,0,1,2,2,2,3,2,3,3,9,1,3,1,2,2,35,4,4
2411,222818726,3,LowerMiddle,FarRight,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,20,1,3,1,1,3,3,74,3,8
2412,288028358,1,WorkingClass,FarRight,Other,1,0,0,0,3,2,2,2,3,3,1,3,2,6,3,2,1,3,46,6,5
2413,387036483,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,2,2,7,1,1,2,2,57,2,4
2414,448321060,1,WorkingClass,Center,TrustNone,1,0,0,1,2,2,3,2,3,1,1,1,3,9,2,1,9,1,99,6,6
2415,316267288,1,LowerMiddle,Left,TrustNone,0,0,0,0,2,2,2,1,3,3,1,3,3,9,4,1,3,3,91,1,7
2416,446496827,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,2,3,18,4,4,2,1,3,2,31,6,6
2417,83544792,2,UpperMiddleClass,Refused/DNt,TrustTrad,0,0,0,1,2,1,2,1,2,1,2,0,2,7,3,1,1,2,12,3,7
2418,385877021,2,WorkingClass,Refused/DNt,TrustNone,0,0,0,1,2,2,2,2,3,2,2,0,4,3,2,1,9,3,34,3,5
2419,394353736,1,WorkingClass,Center,TrustNone,1,0,0,0,2,2,2,2,3,3,1,4,4,1,4,2,3,3,90,3,6
2420,285120275,4,MiddleClass,Left,TrustTrad,1,0,0,0,1,1,1,1,2,1,4,16,2,6,4,1,2,2,51,1,5
2421,427888252,3,WorkingClass,Center,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,1,2,8,2,1,3,3,28,5,8
2422,275574071,3,WorkingClass,Left,TrustNone,1,0,1,0,2,1,3,2,3,1,3,3,3,9,2,1,3,3,94,4,5
2423,439047902,1,WorkingClass,FarRight,TrustTrad,0,0,0,1,2,3,1,2,3,1,1,4,3,4,1,2,2,3,93,5,6
2424,124091853,5,WorkingClass,Center,TrustTrad,0,0,0,0,2,2,2,2,3,1,5,2,9,5,3,1,1,3,24,6,4
2425,432656179,5,WorkingClass,Left,TrustNone,0,0,0,0,3,2,2,1,2,3,5,13,4,5,4,1,9,3,41,5,5
