,Unnamed: 0,d73_4,qa10_3,qd5_14,qa4a_5,qa2a_4,polintr_4,qa2a_5,d40b,qa6b_3,qa13_2,qa4a_4,d40a_r,d40abc_r3,qa4a_9,qa4a_13,qa2a_6,d70,qa3a_11,qa16,sd22_1,d8,d40b_r,qa19,d62_4,polintr_1,qd5_6,qa6b_1,d62_2,netuse,qa3a_17,qc1a_4,d8r2,d78,d9r,qd5_15,d40c,d40abc_r1,sd22t7,d40abc_r4,qa4a_12,qa4a_17,d71_2,qc1a_1,qa1a_4,qa18_5,qa4a_18,qc1a_3,qa17,qd5_2,d62_1,sd22t3,qa3a_4,d71_1,qa4a_15,d9,d40abc_r2,qd5_1,qd1,qa2a_1,qd8_3,qa14,qa4a_1,sd22t8,qa1a_5,qa10_2,qa3a_3,qa4a_19,qa3a_10,qa7_1,qa3a_2,qa3a_5,qd5_16,qa3a_8,qa3a_14,d73_2,d40c_r,d8r1,qd5_12,sd22t6,qd5_9,d73_1,qa4a_16,d62_3,qa3a_16,qa13_1,qd5_10,qa8_1,qa6b_10,qd5_8,qa2a_3,qa1a_6,qa3a_15,qa4a_6,d71_3,sd22t2,qa1a_2,qc1a_2,qd5_13,qa18_3,qd8_4,qd8_1,qa3a_18,qa3a_9,d40a,qa6b_8,polintr_3,qa3a_13,d7,qa4a_11,d60,sd22t4,qd5_7,qa3a_6,qd2,qa4a_3,polintr_2,qa2a_2,qa4a_14,qa2a_7,qa1a_3,qa10_1,qd5_5,d25,sd22t5,qa3a_1,qd5t,qd8_2,qa1a_1,sd22_2,qd5_11,qa3a_12,qa8_2,qd5_4,sd22t1,d7r,qa18_1,qd5_3,d62t,qa18_2,d73_3,qa4a_7,sd18a,qa4a_10,qa7_2,qa1a_7,qa4a_2
2354,2354,1.0,3,0,0,3,0,1,1.0,1,2,0,1.0,0.0,0,0,1,1,1,1,2,8,3.0,1,2,0,0,2,6,1,0,1,3,3,9,0,0.0,1.0,0,1.0,0,0,2,3,3,2,0,1,3,1,1,1,1,3,0,405,0.0,1,2,2,1,5,0,0,4,2,0,0,0,1,0,0,0,0,0,2.0,1.0,8,0,1,0,1.0,0,1,0,3,0,2,1,1,3,4,0,0,2,0,2,2,0,2,1,2,0,999.0,2.0,2,0,0,15,0,1,1,0,0,2,0,0,3,0.0,1,2,2,1,1.0,0,0,0,2,2,2,0,1,1,0,1,1,1,1,1,3,1.0,1,1,0,2,2,0
2355,2355,2.0,4,0,1,1,1,2,0.0,2,1,0,1.0,0.0,0,0,2,2,0,3,3,29,0.0,3,2,0,0,2,1,6,0,3,2,3,0,0,0.0,0.0,1,0.0,0,0,3,1,3,3,0,3,5,1,6,1,0,3,0,422,0.0,0,4,2,1,5,0,0,4,3,1,0,0,2,0,0,0,0,0,2.0,0.0,5,0,1,0,4.0,0,6,0,1,0,3,2,0,3,4,0,0,2,1,4,1,0,2,4,1,0,0.0,2.0,2,0,0,12,0,1,0,0,0,3,1,1,3,0.0,2,5,4,0,3.0,0,1,0,4,3,3,0,0,2,0,1,1,1,0,1,1,2.0,0,4,0,2,4,1
2356,2356,1.0,2,0,0,1,1,2,2.0,2,3,0,2.0,0.0,0,0,3,2,0,2,2,34,0.0,1,5,0,0,2,2,1,0,2,2,5,11,0,0.0,0.0,0,1.0,0,0,2,2,3,2,0,1,3,1,1,0,0,1,0,480,0.0,0,4,3,1,4,0,0,2,3,0,0,0,1,0,0,0,1,1,1.0,0.0,5,0,0,0,2.0,0,4,0,2,0,1,1,1,1,3,0,0,2,0,4,2,0,1,2,1,0,0.0,2.0,1,0,0,8,0,3,0,0,0,3,0,0,1,0.0,2,2,2,0,2.0,0,0,1,2,2,2,0,0,1,0,1,1,5,1,1,4,1.0,0,1,1,1,2,0
2357,2357,3.0,3,0,0,3,1,2,1.0,1,2,0,2.0,0.0,0,0,3,2,1,3,3,26,0.0,3,1,0,0,2,6,1,0,2,2,4,4,0,2.0,1.0,0,0.0,0,0,2,1,2,2,0,2,3,0,6,0,0,3,0,94,0.0,0,3,3,1,4,0,0,4,3,0,0,0,2,1,0,0,0,0,4.0,1.0,6,0,0,0,2.0,0,1,0,3,0,2,2,0,2,4,0,0,3,0,2,1,0,1,1,3,0,0.0,2.0,3,0,0,8,0,2,0,1,0,2,0,1,1,1.0,1,3,4,1,3.0,0,0,0,3,4,2,0,1,2,0,1,1,3,0,1,1,2.0,0,3,0,1,2,0
2358,2358,1.0,3,0,0,3,0,2,0.0,1,3,0,2.0,0.0,0,1,2,2,1,5,2,18,0.0,1,1,0,0,2,1,1,0,2,8,2,6,0,0.0,1.0,0,0.0,0,0,2,1,5,3,0,2,2,1,2,1,0,2,0,350,0.0,0,3,3,3,4,0,0,2,3,0,0,0,1,1,0,0,0,0,4.0,0.0,4,0,0,1,3.0,0,1,0,3,0,1,2,0,1,2,0,0,3,0,2,3,0,1,2,1,0,0.0,1.0,1,0,0,1,0,3,0,0,0,3,0,0,1,0.0,1,2,2,0,3.0,0,1,1,2,3,2,0,0,3,0,1,1,3,0,1,3,2.0,1,2,0,1,2,0
2359,2359,1.0,2,0,0,3,0,2,1.0,2,1,0,2.0,0.0,0,0,2,2,1,2,2,22,0.0,3,1,1,0,2,1,1,0,4,2,3,6,0,0.0,0.0,0,1.0,0,0,2,1,3,5,0,4,2,0,5,0,0,3,0,445,1.0,0,3,3,1,4,0,1,2,3,0,0,0,2,0,0,0,0,0,1.0,1.0,5,0,0,1,2.0,1,1,0,1,0,1,2,1,3,4,0,0,2,0,4,2,0,5,2,1,0,0.0,2.0,2,0,1,1,0,2,0,0,0,3,0,1,2,0.0,2,3,4,1,1.0,0,0,0,2,1,1,0,0,2,0,1,1,1,0,1,1,2.0,0,3,0,2,3,0
2360,2360,2.0,3,0,0,3,0,2,2.0,2,1,0,2.0,0.0,0,0,3,3,0,3,3,26,0.0,3,5,0,0,2,6,1,0,2,2,1,4,0,0.0,1.0,0,0.0,0,0,2,1,4,2,0,3,3,1,1,0,0,1,0,18,0.0,0,2,2,1,4,0,0,2,2,0,0,0,2,0,0,0,0,0,2.0,0.0,5,0,0,0,3.0,0,1,0,1,0,2,1,0,1,3,0,0,3,1,4,2,0,1,3,1,0,0.0,2.0,1,0,0,8,0,3,0,0,0,3,1,0,3,0.0,2,2,4,0,2.0,0,0,0,1,2,1,0,0,1,0,1,2,1,0,1,1,2.0,0,2,0,1,3,0
2361,2361,1.0,1,0,0,3,0,2,0.0,1,3,0,2.0,0.0,0,0,3,3,0,1,2,23,0.0,2,6,0,0,2,5,1,0,2,2,3,5,0,0.0,0.0,0,0.0,0,0,2,2,2,3,0,1,3,0,1,0,0,3,0,511,0.0,0,3,3,3,4,0,0,2,3,0,0,0,1,1,1,0,0,0,4.0,1.0,5,0,0,1,2.0,0,3,0,1,0,2,2,0,2,3,0,0,2,0,3,1,0,5,1,1,0,0.0,1.0,1,0,0,3,0,3,1,0,0,3,0,1,3,0.0,2,4,2,0,2.0,0,0,0,2,3,1,0,0,1,0,1,4,1,0,1,3,4.0,0,2,0,1,2,0
2362,2362,1.0,2,0,1,3,0,2,0.0,1,1,0,2.0,0.0,0,1,1,4,1,4,3,37,0.0,3,6,0,0,2,6,1,0,3,1,3,10,0,0.0,0.0,0,0.0,0,0,2,3,3,2,0,1,5,1,1,0,0,1,0,154,1.0,0,2,3,1,6,0,0,2,3,1,0,0,1,0,1,0,0,0,2.0,0.0,8,0,0,1,2.0,0,1,0,4,0,1,2,0,1,2,0,0,3,0,3,1,0,1,1,1,0,0.0,5.0,2,0,0,9,0,3,1,0,0,2,0,0,1,0.0,4,3,3,0,2.0,1,0,0,2,2,2,0,0,2,0,1,1,4,0,1,2,1.0,0,3,0,2,2,1
2363,2363,1.0,2,0,0,3,0,1,1.0,1,2,0,2.0,0.0,0,0,3,1,0,2,2,35,0.0,1,5,0,0,2,1,1,0,2,3,2,18,0,0.0,0.0,0,1.0,0,0,2,2,2,2,0,2,2,0,1,0,0,2,0,15,0.0,0,2,1,3,3,0,0,2,3,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,1,0,1.0,0,1,0,4,0,1,1,0,1,2,0,0,1,1,2,2,0,1,2,3,0,1.0,2.0,1,0,0,8,0,3,1,1,0,2,0,1,1,0.0,1,2,2,1,3.0,1,0,1,2,3,1,0,1,1,0,1,1,4,1,1,1,1.0,0,1,0,1,2,1
2364,2364,1.0,2,0,0,3,0,2,1.0,1,2,0,2.0,0.0,0,0,1,2,0,2,3,33,0.0,3,5,0,0,2,2,1,0,2,4,3,6,0,1.0,1.0,0,0.0,0,0,2,2,2,3,0,3,2,0,1,0,0,1,0,-21,0.0,0,3,1,5,4,0,0,2,3,1,0,0,1,0,0,0,0,0,1.0,0.0,5,0,1,1,1.0,0,1,0,3,0,1,1,1,2,3,0,0,2,0,3,2,0,1,1,5,0,0.0,2.0,1,0,0,2,0,3,1,0,0,2,0,1,1,0.0,1,3,2,0,2.0,0,0,1,3,2,1,0,1,1,0,1,1,3,1,1,3,1.0,0,1,0,1,1,0
2365,2365,1.0,2,0,0,3,0,2,0.0,2,2,0,2.0,0.0,0,0,3,2,0,3,1,25,1.0,1,2,1,1,1,6,1,0,2,4,3,20,0,0.0,0.0,0,0.0,1,0,2,3,4,2,0,1,2,0,1,0,0,1,0,368,0.0,1,1,1,2,4,0,0,2,2,0,0,0,1,0,0,0,1,1,3.0,0.0,10,0,0,1,1.0,0,1,0,1,0,1,1,0,1,2,0,0,2,0,2,1,0,2,2,2,0,0.0,2.0,1,0,0,0,1,3,0,0,0,3,0,0,2,1.0,1,1,1,1,3.0,0,0,1,2,1,2,0,0,1,0,1,1,3,0,1,4,2.0,0,3,0,1,2,0
2366,2366,2.0,3,0,1,1,0,2,1.0,1,2,0,2.0,0.0,0,1,1,2,1,2,2,19,0.0,1,6,0,0,2,6,1,0,2,2,3,4,0,0.0,1.0,0,0.0,0,0,2,1,2,1,0,4,3,1,6,0,0,1,0,497,1.0,0,2,3,3,4,0,0,2,2,0,0,0,1,0,0,0,1,0,2.0,0.0,9,0,1,0,2.0,1,5,0,4,0,1,3,0,1,3,0,0,2,1,3,1,0,4,2,2,0,0.0,3.0,2,0,0,10,1,3,0,0,0,3,0,0,1,0.0,1,3,4,0,2.0,0,0,0,3,2,2,0,0,1,0,1,3,1,0,1,2,2.0,0,2,0,1,3,0
2367,2367,0.0,3,0,0,3,0,2,3.0,1,1,0,3.0,0.0,0,1,3,2,0,1,1,28,0.0,3,1,0,0,1,1,1,0,2,3,1,3,0,0.0,0.0,0,0.0,0,0,3,4,2,3,0,3,3,1,1,0,0,1,1,101,0.0,0,5,3,3,4,0,0,2,3,0,0,0,1,0,0,0,0,1,1.0,0.0,8,0,1,0,1.0,1,1,0,2,0,2,2,0,1,3,0,0,1,0,3,1,0,1,1,3,0,0.0,1.0,2,0,0,3,0,3,0,1,0,3,0,1,3,1.0,1,3,3,1,2.0,0,0,0,1,2,2,0,0,2,0,1,1,4,1,1,3,2.0,0,4,0,1,1,0
2368,2368,2.0,2,0,0,3,0,2,0.0,3,2,0,3.0,0.0,0,0,3,3,1,4,2,14,0.0,3,1,0,0,2,7,6,0,2,2,1,3,0,0.0,0.0,0,0.0,0,0,2,1,2,5,0,3,5,0,2,1,0,3,0,452,0.0,0,4,2,2,5,0,1,2,2,0,0,0,2,0,0,0,0,1,4.0,0.0,9,0,0,1,3.0,0,7,0,4,0,2,2,0,2,3,0,0,2,0,4,1,0,2,1,1,0,0.0,2.0,3,0,1,1,0,2,0,0,0,3,0,1,2,0.0,3,3,4,0,2.0,1,1,0,5,4,2,0,0,2,0,1,1,1,0,1,1,3.0,0,4,0,1,2,0
2369,2369,1.0,3,0,0,3,0,2,5.0,1,4,0,3.0,0.0,0,0,1,2,0,3,2,19,0.0,3,5,0,0,2,1,1,0,2,2,3,19,0,0.0,0.0,0,0.0,0,0,1,1,3,2,0,2,2,1,1,0,0,2,0,231,0.0,1,2,3,3,3,0,0,2,1,0,0,0,1,0,0,0,0,0,3.0,0.0,3,0,0,0,1.0,0,1,0,1,1,1,1,1,2,3,0,0,1,0,2,2,0,2,3,2,0,0.0,2.0,2,0,0,8,1,2,0,0,0,2,0,1,1,0.0,2,3,2,1,3.0,0,0,1,3,2,2,0,0,2,0,1,3,1,0,1,3,1.0,0,2,0,1,2,0
2370,2370,1.0,3,0,1,3,1,3,1.0,1,1,0,1.0,0.0,0,0,3,2,1,3,3,25,0.0,3,1,0,0,2,6,1,0,2,2,3,5,0,0.0,1.0,1,0.0,0,0,2,1,3,2,0,2,3,1,1,0,0,3,0,-46,0.0,0,1,3,3,4,0,0,2,3,1,0,0,2,0,1,0,0,0,2.0,1.0,5,0,0,0,2.0,0,1,0,1,0,1,2,0,1,3,0,0,3,0,3,2,0,2,2,1,0,1.0,2.0,2,0,0,0,0,1,0,0,1,3,1,1,2,0.0,3,3,4,1,2.0,0,0,0,2,2,2,0,0,3,0,1,1,2,0,1,2,2.0,0,2,0,1,4,0
2371,2371,1.0,3,0,0,3,0,2,1.0,1,2,0,2.0,0.0,0,0,1,2,0,1,2,36,0.0,1,6,0,0,2,6,1,0,2,3,3,9,0,0.0,1.0,0,1.0,0,0,2,1,1,1,0,1,3,1,1,0,0,1,0,243,0.0,0,2,1,2,4,0,0,2,3,0,0,1,1,0,0,0,0,0,1.0,0.0,8,0,1,0,1.0,0,1,0,4,0,1,1,1,1,3,0,0,2,0,3,1,0,2,2,2,0,0.0,2.0,1,0,0,2,0,1,0,0,0,3,0,1,1,0.0,3,2,2,0,2.0,1,0,1,1,2,1,0,0,1,0,1,2,4,0,1,3,1.0,0,1,0,1,2,0
2372,2372,1.0,3,0,0,3,0,2,2.0,1,2,0,2.0,1.0,0,0,3,3,1,2,2,25,3.0,6,6,0,0,2,2,1,0,3,2,3,7,0,0.0,1.0,0,0.0,0,0,2,2,2,2,0,2,4,0,1,0,0,2,0,251,0.0,0,2,1,2,5,1,0,2,2,0,0,0,1,0,0,0,1,0,1.0,0.0,8,0,1,0,1.0,1,1,0,4,0,1,2,1,1,2,0,0,3,0,3,1,0,1,1,1,0,1.0,2.0,2,0,0,1,0,3,0,0,0,1,0,0,1,0.0,1,1,2,0,1.0,0,0,0,3,2,2,0,0,1,0,1,2,2,1,1,4,2.0,0,4,0,1,3,0
2373,2373,1.0,3,0,0,3,0,2,0.0,1,1,0,3.0,0.0,0,0,3,1,0,1,2,17,0.0,1,1,0,0,2,6,1,0,2,3,3,5,0,0.0,0.0,0,0.0,0,0,2,3,3,2,0,1,3,1,1,1,0,1,0,246,0.0,0,3,3,3,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,5,0,1,0,1.0,0,1,0,4,0,1,1,0,1,3,0,0,3,0,3,2,0,2,1,2,0,0.0,2.0,1,0,0,1,0,3,0,0,0,3,0,1,1,0.0,1,2,2,0,2.0,1,0,1,2,1,2,0,1,1,0,1,1,2,0,1,2,2.0,0,1,0,1,2,0
2374,2374,1.0,2,0,0,3,0,3,0.0,1,2,0,2.0,0.0,1,1,3,2,0,2,1,28,0.0,1,5,1,0,1,6,1,0,2,3,3,11,0,0.0,1.0,0,1.0,0,0,1,1,3,2,0,1,1,0,1,0,1,1,1,412,1.0,0,2,1,2,4,1,0,2,2,0,0,0,1,0,0,0,1,0,1.0,0.0,3,0,0,1,1.0,0,1,0,4,0,1,1,1,1,2,0,0,3,0,3,2,0,2,2,1,0,1.0,2.0,1,0,0,1,0,3,1,1,0,3,0,0,1,0.0,1,3,1,1,2.0,0,0,1,2,2,1,0,0,1,0,1,2,4,1,1,3,1.0,1,2,0,1,2,0
2375,2375,2.0,3,0,0,3,1,4,1.0,2,1,0,1.0,0.0,0,0,3,3,0,4,3,13,3.0,4,1,0,0,2,6,6,0,4,2,4,3,0,0.0,0.0,1,0.0,0,0,2,1,3,1,0,4,3,1,6,1,0,2,0,208,0.0,0,4,3,1,4,0,1,2,3,0,0,0,2,0,0,0,0,0,3.0,0.0,2,0,0,0,2.0,0,6,0,4,0,3,3,0,2,4,0,0,3,1,4,1,0,4,5,2,0,0.0,1.0,2,0,1,10,0,1,0,0,0,2,1,1,2,1.0,1,3,4,1,3.0,0,0,0,4,3,2,0,0,3,0,1,1,1,0,1,5,2.0,0,4,0,1,4,0
2376,2376,1.0,3,0,0,2,0,2,0.0,1,2,0,2.0,0.0,0,1,3,2,1,2,2,27,0.0,1,1,0,0,1,6,1,0,2,3,2,7,0,0.0,0.0,0,0.0,0,0,2,3,1,2,0,3,3,1,1,0,0,1,0,472,0.0,0,2,1,3,4,1,0,2,3,0,0,0,1,0,1,0,1,0,1.0,0.0,97,0,0,1,1.0,0,1,0,3,0,1,1,0,2,3,0,0,1,0,2,1,0,1,2,3,0,0.0,2.0,1,0,0,3,1,3,1,0,0,2,0,0,1,0.0,1,3,2,0,2.0,1,0,1,2,2,1,0,1,2,0,1,1,2,0,1,3,1.0,0,2,0,1,2,0
2377,2377,2.0,3,0,0,4,0,1,0.0,1,3,0,1.0,0.0,1,0,3,3,1,2,1,29,0.0,1,2,0,1,2,6,2,0,2,2,3,20,0,0.0,0.0,0,0.0,0,0,3,1,3,2,0,3,2,1,1,0,0,1,1,-17,0.0,0,3,1,1,4,1,0,2,3,0,0,0,1,1,0,0,0,0,3.0,0.0,6,0,0,1,4.0,0,1,0,4,0,2,2,1,2,3,0,0,2,0,4,2,0,2,2,2,0,0.0,2.0,2,0,0,11,0,3,0,1,0,3,1,1,2,0.0,1,2,4,1,2.0,0,1,1,2,2,1,0,0,1,0,1,3,3,0,1,1,2.0,0,3,1,1,2,0
2378,2378,2.0,5,0,0,2,1,2,1.0,2,1,0,3.0,0.0,0,0,4,3,1,4,2,18,0.0,4,1,0,0,2,7,6,0,4,2,3,5,0,1.0,0.0,1,0.0,0,0,3,1,4,1,0,4,5,1,1,0,0,3,0,190,0.0,0,4,3,5,4,0,1,3,3,1,0,0,2,0,1,0,0,0,2.0,0.0,1,0,0,1,2.0,0,1,0,1,0,3,2,0,3,3,0,0,2,1,4,3,0,3,2,1,0,0.0,1.0,2,0,0,9,0,1,0,0,0,4,0,1,3,0.0,4,5,4,0,1.0,0,0,0,4,4,2,0,0,2,0,1,1,1,0,3,1,4.0,0,4,0,1,3,0
2379,2379,1.0,4,0,0,4,1,2,1.0,1,1,0,2.0,0.0,0,0,1,2,0,2,2,36,0.0,3,1,0,0,2,6,1,0,2,3,3,4,0,1.0,0.0,0,1.0,0,0,1,1,5,3,0,1,2,1,1,0,0,3,0,176,0.0,0,2,3,3,4,0,0,2,3,0,0,0,1,1,0,0,0,0,1.0,0.0,11,0,1,0,2.0,1,1,0,4,0,2,1,0,3,3,0,0,3,0,3,2,0,3,1,2,0,0.0,1.0,1,0,0,0,0,3,0,0,0,3,1,1,2,0.0,3,3,2,1,1.0,0,0,0,2,2,2,0,0,2,0,1,1,2,0,1,3,2.0,0,3,0,1,4,0
2380,2380,1.0,1,0,0,3,1,3,0.0,2,2,0,4.0,0.0,0,0,3,3,0,3,1,25,0.0,4,1,0,0,2,6,6,0,5,2,4,1,0,0.0,0.0,0,0.0,0,0,3,3,3,5,0,2,3,0,1,0,0,1,1,467,0.0,0,2,3,2,3,0,0,2,3,0,0,0,2,1,0,0,0,0,2.0,0.0,3,0,0,0,2.0,1,1,0,2,0,2,2,0,3,3,0,0,3,0,3,3,0,2,3,2,0,0.0,2.0,2,0,0,10,0,3,1,0,0,2,0,1,1,0.0,2,4,5,1,2.0,0,0,1,2,2,1,0,0,2,0,1,1,2,0,4,1,2.0,0,1,0,2,2,0
2381,2381,1.0,3,0,0,3,1,1,2.0,1,5,0,2.0,0.0,0,0,3,2,1,4,1,18,1.0,6,2,1,0,1,6,1,0,1,3,3,11,0,0.0,0.0,0,0.0,0,0,1,2,2,1,0,5,2,1,2,1,0,1,0,305,1.0,0,2,3,3,4,1,0,2,2,0,0,0,1,0,0,0,0,1,2.0,1.0,9,0,0,0,1.0,0,1,0,4,0,2,2,0,1,2,0,0,2,0,2,1,0,2,2,2,0,0.0,2.0,1,1,0,0,0,3,0,0,0,3,0,0,1,0.0,1,3,4,1,2.0,0,0,0,1,2,1,1,0,1,0,1,3,4,1,1,3,1.0,0,2,0,1,2,0
2382,2382,2.0,4,0,0,2,1,2,0.0,2,1,0,2.0,0.0,0,0,4,3,1,2,3,20,0.0,3,6,0,0,2,6,6,0,3,2,3,6,0,1.0,0.0,1,0.0,0,0,2,1,5,2,0,4,4,0,3,1,0,2,0,-58,1.0,0,4,2,2,5,0,1,4,2,0,0,0,2,0,1,0,0,0,2.0,0.0,3,0,0,1,2.0,0,1,0,1,0,3,2,0,4,3,0,0,3,1,3,2,0,1,5,2,0,0.0,2.0,2,0,0,2,0,2,0,0,1,4,1,1,3,1.0,3,4,4,0,2.0,0,1,0,5,3,3,0,0,3,0,0,1,1,0,3,1,4.0,0,3,0,1,4,1
2383,2383,1.0,2,0,0,3,0,2,0.0,1,5,0,2.0,0.0,0,0,3,2,1,1,2,27,1.0,3,1,0,0,2,6,1,0,1,2,3,7,0,0.0,0.0,0,0.0,0,0,3,1,2,3,0,3,2,1,3,0,0,2,0,428,0.0,0,4,3,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,5,0,0,1,1.0,0,7,0,1,0,1,2,0,4,3,0,0,2,0,1,1,0,2,2,5,0,0.0,1.0,3,0,0,1,0,3,1,0,0,3,1,0,2,0.0,3,3,2,1,1.0,0,0,0,2,2,2,0,1,2,0,1,3,4,1,1,5,2.0,0,2,0,1,3,0
2384,2384,1.0,2,0,0,3,0,2,1.0,1,2,0,2.0,0.0,0,1,1,3,0,1,2,21,0.0,3,2,0,0,2,1,1,0,1,3,4,9,0,0.0,0.0,0,0.0,0,0,2,2,3,1,0,1,3,1,1,0,0,1,0,421,0.0,0,4,3,3,4,0,0,2,2,0,0,0,1,1,1,0,0,0,1.0,0.0,8,0,0,0,2.0,1,1,0,1,0,1,1,1,1,3,0,0,2,0,3,1,0,2,2,1,0,0.0,2.0,1,0,0,13,0,2,0,0,0,3,1,0,1,0.0,1,3,2,1,3.0,0,0,0,2,5,2,0,0,1,0,1,1,1,0,1,3,2.0,0,3,0,1,2,0
2385,2385,1.0,2,0,0,3,0,1,0.0,1,2,0,3.0,0.0,0,0,2,3,1,1,1,30,2.0,1,1,0,0,1,4,1,0,1,3,2,8,0,0.0,0.0,0,0.0,0,0,2,3,3,1,0,3,3,1,1,0,0,1,0,193,0.0,0,3,1,3,4,0,0,1,2,0,0,0,1,1,0,0,0,1,1.0,0.0,8,0,0,1,3.0,0,1,0,4,0,1,1,0,2,3,0,0,2,0,2,1,0,1,2,4,0,1.0,3.0,1,0,0,0,0,3,1,1,0,2,0,1,1,0.0,1,1,2,1,1.0,0,0,0,4,2,2,1,0,1,0,1,1,2,0,1,2,1.0,0,3,0,1,1,0
2386,2386,1.0,3,0,0,3,0,3,3.0,1,1,0,2.0,0.0,0,1,2,2,1,1,1,98,0.0,1,5,0,0,2,1,1,0,1,3,3,8,0,0.0,0.0,0,0.0,0,0,2,1,2,2,0,1,3,1,1,0,0,2,0,335,1.0,0,2,2,3,3,0,0,2,3,0,0,0,1,0,0,0,0,0,2.0,0.0,10,0,0,0,1.0,0,1,0,2,0,1,1,1,1,3,0,0,1,0,3,1,0,1,1,2,0,0.0,2.0,1,0,0,1,0,3,1,0,0,2,0,1,1,0.0,3,3,3,0,2.0,0,0,0,2,2,1,0,0,1,0,1,1,1,1,1,2,2.0,0,3,0,1,2,0
2387,2387,1.0,3,0,0,3,1,2,1.0,1,2,0,2.0,0.0,0,1,1,1,1,1,2,12,0.0,3,1,1,0,2,6,1,0,2,5,3,10,0,2.0,0.0,0,0.0,0,0,2,1,2,5,0,1,2,0,1,0,0,2,1,364,0.0,0,3,3,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,3.0,6,0,0,1,2.0,1,1,0,4,0,1,1,0,1,3,0,0,1,0,3,2,0,1,2,2,0,0.0,2.0,1,0,0,8,1,3,0,1,0,3,0,0,1,0.0,2,3,2,0,2.0,0,0,1,2,1,2,0,0,3,0,1,4,3,0,1,3,2.0,0,2,0,1,3,1
2388,2388,1.0,2,0,0,3,0,2,0.0,1,1,0,1.0,0.0,0,0,3,2,0,2,1,38,0.0,3,2,0,0,3,1,1,0,1,4,3,7,0,1.0,0.0,0,0.0,0,0,2,2,4,3,0,1,3,0,1,1,0,2,0,155,1.0,0,3,3,2,4,0,0,2,3,0,0,0,1,0,1,0,0,0,1.0,1.0,6,0,0,0,1.0,0,1,0,4,0,2,2,1,2,5,0,0,2,0,3,1,0,2,2,2,0,0.0,2.0,1,1,0,0,0,2,0,1,0,3,0,1,3,0.0,3,2,2,0,3.0,0,0,1,1,3,1,0,0,2,0,1,1,2,0,1,3,1.0,0,2,0,1,2,0
2389,2389,2.0,2,0,0,3,0,2,0.0,2,2,0,2.0,0.0,0,0,1,3,1,3,2,12,0.0,3,6,0,0,2,1,1,0,1,1,3,0,0,0.0,0.0,1,0.0,0,0,3,1,4,2,1,2,2,1,1,0,0,1,0,302,0.0,0,2,3,3,5,0,1,2,3,0,0,0,2,0,0,0,0,0,1.0,0.0,9,0,0,1,2.0,0,1,0,5,1,2,1,0,3,3,0,0,2,1,4,1,0,2,2,1,0,0.0,2.0,3,0,0,0,0,1,0,0,0,3,0,0,4,0.0,1,3,3,0,2.0,0,0,0,4,4,3,0,0,2,0,1,1,2,0,3,5,2.0,0,4,0,2,4,1
2390,2390,1.0,3,0,0,3,0,2,1.0,2,1,0,1.0,0.0,0,0,2,2,1,2,1,25,0.0,3,2,0,0,2,6,1,0,2,2,3,4,0,0.0,0.0,0,1.0,0,0,1,1,3,1,0,3,4,1,1,1,0,3,0,274,0.0,0,3,1,3,4,0,0,2,3,0,0,0,1,0,0,0,0,0,2.0,0.0,2,0,0,0,4.0,0,6,0,3,0,1,1,0,2,3,0,0,4,0,2,1,0,2,1,2,0,0.0,1.0,2,0,0,8,0,3,0,0,0,2,0,0,2,0.0,4,4,4,0,2.0,0,0,0,2,2,2,0,0,2,0,1,1,4,0,1,4,2.0,0,2,0,1,3,0
2391,2391,1.0,2,0,0,3,0,3,1.0,2,1,0,1.0,1.0,0,1,3,1,1,2,2,32,1.0,1,5,0,0,2,1,1,0,2,3,2,10,0,0.0,0.0,0,1.0,0,0,2,2,1,2,0,2,2,1,1,0,0,1,0,442,1.0,0,2,1,3,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,98,0,0,1,2.0,0,1,0,4,0,1,1,1,1,3,0,0,2,0,2,2,0,2,1,1,0,1.0,2.0,1,0,0,1,0,3,0,1,0,2,1,1,1,0.0,1,2,2,0,2.0,0,0,1,2,1,2,0,0,1,0,1,1,3,0,1,3,1.0,0,2,0,1,2,0
2392,2392,1.0,3,0,1,2,0,1,1.0,1,1,0,2.0,0.0,0,0,1,3,0,2,3,90,2.0,1,5,0,0,2,5,1,0,2,2,3,0,0,0.0,0.0,0,0.0,0,0,2,1,3,1,0,3,2,1,1,0,0,1,0,155,1.0,0,3,1,1,3,0,0,2,3,0,0,0,2,0,0,0,0,0,3.0,0.0,4,0,1,0,1.0,0,1,0,4,0,2,1,0,2,3,0,0,1,0,3,3,0,2,2,4,0,0.0,2.0,2,0,1,1,0,3,1,0,0,3,0,0,3,0.0,3,2,3,0,1.0,0,0,1,2,2,1,0,0,2,0,1,1,4,0,1,3,1.0,0,2,0,1,3,0
